player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name,image_url,url,current_club_domestic_competition_id,current_club_name
16095,Aleksandre,Amisulashvili,Aleksandre Amisulashvili,2013,2696,aleksandre-amisulashvili,UdSSR,Telavi,Georgia,1982-08-20,Centre-Back,Defender,left,188,,3000000,,null,https://img.a.transfermarkt.technology/portrait/header/16095-1556808879.png?lm=1,https://www.transfermarkt.co.uk/aleksandre-amisulashvili/profil/spieler/16095,RU1,Krylya Sovetov Samara
16137,Franco,Brienza,Franco Brienza,2016,1025,franco-brienza,Italy,Cantù,Italy,1979-03-19,Attacking Midfield,Midfield,left,172,,7000000,,null,https://img.a.transfermarkt.technology/portrait/header/16137-1485330942.jpg?lm=1,https://www.transfermarkt.co.uk/franco-brienza/profil/spieler/16137,IT1,Bologna FC 1909
16520,Marco,Russ,Marco Russ,2019,24,marco-russ,Germany,Hanau,Germany,1985-08-04,Centre-Back,Defender,right,190,,4000000,,PRO Profil GmbH,https://img.a.transfermarkt.technology/portrait/header/16520-1533115453.jpg?lm=1,https://www.transfermarkt.co.uk/marco-russ/profil/spieler/16520,L1,Eintracht Frankfurt
16756,Oleg,Ivanov,Oleg Ivanov,2021,28095,oleg-ivanov,UdSSR,Moskau,Russia,1986-08-04,Attacking Midfield,Midfield,right,192,200000,4000000,2023-06-30 00:00:00,Elite Soccer Sarl,https://img.a.transfermarkt.technology/portrait/header/16756-1658232570.png?lm=1,https://www.transfermarkt.co.uk/oleg-ivanov/profil/spieler/16756,RU1,null
16870,Cesare,Natali,Cesare Natali,2014,6574,cesare-natali,Italy,Bergamo,Italy,1979-04-05,Centre-Back,Defender,right,192,,6000000,,Rafaela Pimenta,https://img.a.transfermarkt.technology/portrait/header/s_16870_1025_2013_08_29_1.jpg?lm=1,https://www.transfermarkt.co.uk/cesare-natali/profil/spieler/16870,IT1,US Sassuolo
16902,Alessandro,Rosina,Alessandro Rosina,2012,1387,alessandro-rosina,Italy,Belvedere Marittimo,Italy,1984-01-31,Right Winger,Attack,left,168,,12500000,,null,https://img.a.transfermarkt.technology/portrait/header/16902-1476267292.jpg?lm=1,https://www.transfermarkt.co.uk/alessandro-rosina/profil/spieler/16902,IT1,null
17130,Michele,Pazienza,Michele Pazienza,2013,1025,michele-pazienza,Italy,San Severo,Italy,1982-08-05,Defensive Midfield,Midfield,right,175,,6000000,,null,https://img.a.transfermarkt.technology/portrait/header/s_17130_1025_2013_09_23_1.jpg?lm=1,https://www.transfermarkt.co.uk/michele-pazienza/profil/spieler/17130,IT1,Bologna FC 1909
17206,Aleksandar,Trisovic,Aleksandar Trisovic,2013,6996,aleksandar-trisovic,Jugoslawien (SFR),Kraljevo,Serbia,1983-11-25,Left Midfield,Midfield,both,180,,1100000,,null,https://img.a.transfermarkt.technology/portrait/header/17206-1674688350.jpg?lm=1,https://www.transfermarkt.co.uk/aleksandar-trisovic/profil/spieler/17206,UKR1,null
18290,Matthias,Henn,Matthias Henn,2013,23,matthias-henn,Germany,Birkenfeld,Germany,1985-04-28,Centre-Back,Defender,,,,600000,,null,https://img.a.transfermarkt.technology/portrait/header/18290-1471516492.jpg?lm=1,https://www.transfermarkt.co.uk/matthias-henn/profil/spieler/18290,L1,null
18445,,Betão,Betão,2014,338,betao,Brazil,São Paulo,Brazil,1983-11-11,Centre-Back,Defender,right,180,,4500000,,null,https://img.a.transfermarkt.technology/portrait/header/s_18445_1134_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/betao/profil/spieler/18445,UKR1,Dynamo Kyiv
18644,Álvaro,Negredo,Álvaro Negredo,2022,2687,alvaro-negredo,Spain,Madrid,Spain,1985-08-20,Centre-Forward,Attack,left,186,1200000,27000000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/18644-1663139293.jpg?lm=1,https://www.transfermarkt.co.uk/alvaro-negredo/profil/spieler/18644,ES1,Cádiz CF
19081,Lukasz,Szukala,Lukasz Szukala,2018,868,lukasz-szukala,Poland,Gdańsk,Poland,1984-05-26,Centre-Back,Defender,,,,2700000,,null,https://img.a.transfermarkt.technology/portrait/header/19081-1505604182.jpg?lm=1,https://www.transfermarkt.co.uk/lukasz-szukala/profil/spieler/19081,TR1,MKE Ankaragücü
19138,Marco,Zoro,Marco Zoro,2013,653,marco-zoro,Cote d'Ivoire,Abidjan,Cote d'Ivoire,1983-12-27,Centre-Back,Defender,right,182,,1750000,,null,https://img.a.transfermarkt.technology/portrait/header/s_19138_1420_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/marco-zoro/profil/spieler/19138,GR1,OFI Crete FC
19435,Gianpaolo,Bellini,Gianpaolo Bellini,2015,800,gianpaolo-bellini,Italy,Sarnico,Italy,1980-03-27,Left-Back,Defender,right,180,,2300000,,null,https://img.a.transfermarkt.technology/portrait/header/s_19435_800_2013_09_20_1.jpg?lm=1,https://www.transfermarkt.co.uk/gianpaolo-bellini/profil/spieler/19435,IT1,Atalanta BC
19437,Igor,Budan,Igor Budan,2012,800,igor-budan,Jugoslawien (SFR),Rijeka,Croatia,1980-04-22,Centre-Forward,Attack,right,185,,6500000,,null,https://img.a.transfermarkt.technology/portrait/header/s_19437_458_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/igor-budan/profil/spieler/19437,IT1,Atalanta BC
19447,Giampaolo,Pazzini,Giampaolo Pazzini,2019,276,giampaolo-pazzini,Italy,Pescia,Italy,1984-08-02,Centre-Forward,Attack,right,180,,21000000,,TMP SOCCER srl ,https://img.a.transfermarkt.technology/portrait/header/19447-1449061516.jpg?lm=1,https://www.transfermarkt.co.uk/giampaolo-pazzini/profil/spieler/19447,IT1,Hellas Verona
20081,Gelson,Fernandes,Gelson Fernandes,2019,24,gelson-fernandes,Cape Verde,Praia,Switzerland,1986-09-02,Defensive Midfield,Midfield,right,180,,6500000,,null,https://img.a.transfermarkt.technology/portrait/header/20081-1533115147.jpg?lm=1,https://www.transfermarkt.co.uk/gelson-fernandes/profil/spieler/20081,L1,Eintracht Frankfurt
20296,Steve,Colpaert,Steve Colpaert,2017,1096,steve-colpaert,Belgium,Etterbeek,Belgium,1986-09-13,Centre-Back,Defender,right,177,,1500000,,null,https://img.a.transfermarkt.technology/portrait/header/20296-1487692789.jpg?lm=1,https://www.transfermarkt.co.uk/steve-colpaert/profil/spieler/20296,BE1,Royal Antwerp FC
20855,Jerry,Lucena,Jerry Lucena,2015,3426,jerry-lucena,Denmark,Esbjerg,Philippines,1980-08-11,Right-Back,Defender,right,179,,750000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/jerry-lucena/profil/spieler/20855,DK1,null
20975,Leroy,Lita,Leroy Lita,2013,2288,leroy-lita,Zaire,Kinshasa,England,1984-12-28,Centre-Forward,Attack,right,176,,2750000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/s_20975_2288_2013_09_27_1.jpg?lm=1,https://www.transfermarkt.co.uk/leroy-lita/profil/spieler/20975,GB1,null
21382,Rory,Loy,Rory Loy,2016,511,rory-loy,Scotland,Dumfries,Scotland,1988-03-19,Centre-Forward,Attack,right,178,,350000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/rory-loy/profil/spieler/21382,SC1,null
21517,Ionut,Pop,Ionut Pop,2015,12,ionut-pop,Romania,Oradea,Romania,1997-08-01,Goalkeeper,Goalkeeper,right,188,200000,200000,2023-06-30 00:00:00,MCI,https://img.a.transfermarkt.technology/portrait/header/21517-1662535405.jpg?lm=1,https://www.transfermarkt.co.uk/ionut-pop/profil/spieler/21517,IT1,AS Roma
21769,Salvatore,Masiello,Salvatore Masiello,2014,416,salvatore-masiello,Italy,Napoli,Italy,1982-01-31,Left-Back,Defender,left,175,,1900000,,null,https://img.a.transfermarkt.technology/portrait/header/21769-1457694778.jpg?lm=1,https://www.transfermarkt.co.uk/salvatore-masiello/profil/spieler/21769,IT1,Torino FC
21942,Davide,Moscardelli,Davide Moscardelli,2013,1025,davide-moscardelli,Belgium,Mons,Italy,1980-02-03,Centre-Forward,Attack,both,185,,1800000,,null,https://img.a.transfermarkt.technology/portrait/header/21942-1576676228.jpg?lm=1,https://www.transfermarkt.co.uk/davide-moscardelli/profil/spieler/21942,IT1,Bologna FC 1909
22348,Tim,Matthys,Tim Matthys,2017,354,tim-matthys,Belgium,Gent,Belgium,1983-12-23,Right Midfield,Midfield,right,180,,1500000,,null,https://img.a.transfermarkt.technology/portrait/header/22348-1484751240.jpg?lm=1,https://www.transfermarkt.co.uk/tim-matthys/profil/spieler/22348,BE1,KV Mechelen
22440,,João Pedro,João Pedro,2012,2424,joao-pedro,Portugal,Vila Nova de Famalicão,Portugal,1980-08-15,Left-Back,Defender,left,174,,600000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/joao-pedro/profil/spieler/22440,PO1,Gil Vicente FC
22827,Thomas,Kortegaard,Thomas Kortegaard,2019,2414,thomas-kortegaard,Denmark,Thisted,Denmark,1984-07-02,Right-Back,Defender,both,178,,800000,,Sivebaek Sports,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/thomas-kortegaard/profil/spieler/22827,DK1,AC Horsens
23265,,Luís Manuel,Luís Manuel,2012,2424,luis-manuel,Portugal,Braga,Portugal,1981-06-25,Defensive Midfield,Midfield,right,182,,800000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/luis-manuel/profil/spieler/23265,PO1,Gil Vicente FC
23463,Christian,Holst,Christian Holst,2012,1177,christian-holst,Denmark,Svendborg,Faroe Islands,1981-12-25,Attacking Midfield,Midfield,left,179,,1250000,,null,https://img.a.transfermarkt.technology/portrait/header/23463-1571239472.png?lm=1,https://www.transfermarkt.co.uk/christian-holst/profil/spieler/23463,DK1,Silkeborg IF
23492,Thomas,Kristensen,Thomas Kristensen,2015,1268,thomas-kristensen,Denmark,Virum,Denmark,1983-04-17,Central Midfield,Midfield,right,188,,1500000,,null,https://img.a.transfermarkt.technology/portrait/header/23492-1418852325.jpg?lm=1,https://www.transfermarkt.co.uk/thomas-kristensen/profil/spieler/23492,NL1,null
24008,Rubén,Gomez,Rubén Gomez,2014,2672,ruben-gomez,Argentina,Adrogué,Argentina,1984-01-26,Central Midfield,Midfield,right,178,,1000000,,Dmitriy Seluk,https://img.a.transfermarkt.technology/portrait/header/24008-1453384569.jpg?lm=1,https://www.transfermarkt.co.uk/ruben-gomez/profil/spieler/24008,GR1,APO Levadiakos
24113,Espen,Ruud,Espen Ruud,2014,173,espen-ruud,Norway,Porsgrunn,Norway,1984-02-26,Right-Back,Defender,right,182,100000,2250000,2023-12-31 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/espen-ruud/profil/spieler/24113,DK1,null
24973,Paschalis,Melissas,Paschalis Melissas,2013,6418,paschalis-melissas,Greece,Xanthi,Greece,1982-03-09,Left-Back,Defender,both,188,,700000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/paschalis-melissas/profil/spieler/24973,GR1,Panetolikos GFS
25002,Ognjen,Koroman,Ognjen Koroman,2012,2696,ognjen-koroman,Jugoslawien (SFR),Pale,Serbia,1978-09-19,Right Winger,Attack,right,179,,3800000,,null,https://img.a.transfermarkt.technology/portrait/header/25002-1634714650.png?lm=1,https://www.transfermarkt.co.uk/ognjen-koroman/profil/spieler/25002,RU1,Krylya Sovetov Samara
25013,Aleksandr,Makarov,Aleksandr Makarov,2012,2696,aleksandr-makarov,UdSSR,"Morshansk, Tambov Region",Russia,1978-08-23,Goalkeeper,Goalkeeper,right,198,,1500000,,APS,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/aleksandr-makarov/profil/spieler/25013,RU1,Krylya Sovetov Samara
25368,Njazi,Kuqi,Njazi Kuqi,2012,3060,njazi-kuqi,Jugoslawien (SFR),Vushtrri,Finland,1983-03-25,Centre-Forward,Attack,,,,1000000,,null,https://img.a.transfermarkt.technology/portrait/header/25368-1569257733.jpg?lm=1,https://www.transfermarkt.co.uk/njazi-kuqi/profil/spieler/25368,GR1,Atromitos Athen
25411,Javier,Arizmendi,Javier Arizmendi,2012,237,javier-arizmendi,Spain,Madrid,Spain,1984-03-03,Centre-Forward,Attack,right,191,,9000000,,null,https://img.a.transfermarkt.technology/portrait/header/s_25411_237_2012_10_24_1.jpg?lm=1,https://www.transfermarkt.co.uk/javier-arizmendi/profil/spieler/25411,ES1,RCD Mallorca
25412,Pedro,López,Pedro López,2020,5358,pedro-lopez,Spain,Torrent,Spain,1983-11-01,Right-Back,Defender,right,174,,3000000,,null,https://img.a.transfermarkt.technology/portrait/header/25412-1447315328.jpg?lm=1,https://www.transfermarkt.co.uk/pedro-lopez/profil/spieler/25412,ES1,null
25557,Sergio,Ramos,Sergio Ramos,2022,583,sergio-ramos,Spain,Camas,Spain,1986-03-30,Centre-Back,Defender,right,184,6000000,50000000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/25557-1640014004.jpg?lm=1,https://www.transfermarkt.co.uk/sergio-ramos/profil/spieler/25557,FR1,Paris Saint-Germain
25820,Vyacheslav,Shevchuk,Vyacheslav Shevchuk,2015,660,vyacheslav-shevchuk,UdSSR,Lutsk,Ukraine,1979-05-13,Left-Back,Defender,both,184,,1800000,,null,https://img.a.transfermarkt.technology/portrait/header/25820-1464951956.jpg?lm=1,https://www.transfermarkt.co.uk/vyacheslav-shevchuk/profil/spieler/25820,UKR1,Shakhtar Donetsk
26065,Miguel Ángel,Moyá,Miguel Ángel Moyá,2020,681,miguel-angel-moya,Spain,Binissalem,Spain,1984-04-02,Goalkeeper,Goalkeeper,right,189,,7000000,,null,https://img.a.transfermarkt.technology/portrait/header/26065-1447152831.jpg?lm=1,https://www.transfermarkt.co.uk/miguel-angel-moya/profil/spieler/26065,ES1,Real Sociedad
26139,,Carlos Manuel,Carlos Manuel,2015,976,carlos-manuel,Venezuela,Maracay,Portugal,1985-11-24,Right-Back,Defender,right,175,,350000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/26139-1487771515.JPG?lm=1,https://www.transfermarkt.co.uk/carlos-manuel/profil/spieler/26139,PO1,null
26229,,Diego,Diego,2016,1085,diego,Brazil,Itaqui,Brazil,1979-05-11,Goalkeeper,Goalkeeper,right,188,,1200000,,null,https://img.a.transfermarkt.technology/portrait/header/26229-1446653897.jpg?lm=1,https://www.transfermarkt.co.uk/diego/profil/spieler/26229,PO1,null
26582,Panagiotis,Glykos,Panagiotis Glykos,2018,1091,panagiotis-glykos,Greece,Volos,Greece,1986-10-10,Goalkeeper,Goalkeeper,right,187,,1750000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/panagiotis-glykos/profil/spieler/26582,GR1,PAOK Thessaloniki
26878,Tobias,Werner,Tobias Werner,2015,167,tobias-werner,East Germany (GDR),Gera,Germany,1985-07-19,Left Winger,Attack,left,174,,3000000,,null,https://img.a.transfermarkt.technology/portrait/header/26878-1501150853.jpg?lm=1,https://www.transfermarkt.co.uk/tobias-werner/profil/spieler/26878,L1,FC Augsburg
26936,Tomas,Sivok,Tomas Sivok,2016,20,tomas-sivok,CSSR,Pelhřimov,Czech Republic,1983-09-15,Centre-Back,Defender,right,185,,7800000,,ESAM,https://img.a.transfermarkt.technology/portrait/header/26936-1471100565.jpg?lm=1,https://www.transfermarkt.co.uk/tomas-sivok/profil/spieler/26936,TR1,null
27236,Nemanja,Rnic,Nemanja Rnic,2013,6996,nemanja-rnic,Jugoslawien (SFR),Belgrad,Serbia,1984-09-30,Centre-Back,Defender,right,179,,1750000,,null,https://img.a.transfermarkt.technology/portrait/header/27236-1608728065.png?lm=1,https://www.transfermarkt.co.uk/nemanja-rnic/profil/spieler/27236,UKR1,null
27306,Mathieu,Debuchy,Mathieu Debuchy,2020,618,mathieu-debuchy,France,Fretin,France,1985-07-28,Centre-Back,Defender,right,177,400000,15000000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/27306-1458293735.jpg?lm=1,https://www.transfermarkt.co.uk/mathieu-debuchy/profil/spieler/27306,FR1,null
27486,Kiko,Casilla,Kiko Casilla,2022,3709,kiko-casilla,Spain,Alcover,Spain,1986-10-02,Goalkeeper,Goalkeeper,right,190,400000,7500000,2023-06-30 00:00:00,CONTROL ORIENTADO,https://img.a.transfermarkt.technology/portrait/header/27486-1669365568.jpg?lm=1,https://www.transfermarkt.co.uk/kiko-casilla/profil/spieler/27486,ES1,Getafe CF
27920,Velimir,Radman,Velimir Radman,2012,3060,velimir-radman,Jugoslawien (SFR),Banja Luka,Croatia,1983-05-28,Goalkeeper,Goalkeeper,right,187,,600000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/velimir-radman/profil/spieler/27920,GR1,Atromitos Athen
28456,Boris,Pandza,Boris Pandza,2012,354,boris-pandza,Jugoslawien (SFR),Mostar,Bosnia-Herzegovina,1986-12-15,Centre-Back,Defender,right,186,,1500000,,null,https://img.a.transfermarkt.technology/portrait/header/28456-1460744921.jpg?lm=1,https://www.transfermarkt.co.uk/boris-pandza/profil/spieler/28456,BE1,KV Mechelen
28845,Andrea,Raggi,Andrea Raggi,2018,162,andrea-raggi,Italy,La Spezia,Italy,1984-06-24,Centre-Back,Defender,right,187,,4300000,,TSA,https://img.a.transfermarkt.technology/portrait/header/28845-1489748331.jpg?lm=1,https://www.transfermarkt.co.uk/andrea-raggi/profil/spieler/28845,FR1,AS Monaco
28922,Taye,Taiwo,Taye Taiwo,2014,20,taye-taiwo,Nigeria,Lagos,Nigeria,1985-04-16,Left-Back,Defender,left,182,,11000000,,null,https://img.a.transfermarkt.technology/portrait/header/28922-1410511334.jpg?lm=1,https://www.transfermarkt.co.uk/taye-taiwo/profil/spieler/28922,TR1,null
28936,Riccardo,Meggiorini,Riccardo Meggiorini,2018,862,riccardo-meggiorini,Italy,Isola della Scala,Italy,1985-09-04,Centre-Forward,Attack,left,182,,3500000,,null,https://img.a.transfermarkt.technology/portrait/header/28936-1608182885.jpg?lm=1,https://www.transfermarkt.co.uk/riccardo-meggiorini/profil/spieler/28936,IT1,null
28997,Antonis,Georgallidis,Antonis Georgallidis,2013,21957,antonis-georgallidis,Cyprus,Larnaca,Cyprus,1982-01-30,Goalkeeper,Goalkeeper,right,192,,700000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/antonis-georgallidis/profil/spieler/28997,GR1,null
29023,Steven,Smith,Steven Smith,2017,2553,steven-smith,Scotland,Bellshill,Scotland,1985-08-30,Left-Back,Defender,left,178,,2000000,,Soccermanagement GB,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/steven-smith/profil/spieler/29023,SC1,Kilmarnock FC
29104,Manolo,Martínez,Manolo Martínez,2013,2672,manolo-martinez,Spain,Bigastro,Spain,1980-06-15,Centre-Back,Defender,right,183,,1400000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/manolo-martinez/profil/spieler/29104,GR1,APO Levadiakos
29124,Aritz,Aduriz,Aritz Aduriz,2019,621,aritz-aduriz,Spain,Donostia-San Sebastián,Spain,1981-02-11,Centre-Forward,Attack,right,181,,9000000,,null,https://img.a.transfermarkt.technology/portrait/header/29124-1447151808.jpg?lm=1,https://www.transfermarkt.co.uk/aritz-aduriz/profil/spieler/29124,ES1,Athletic Bilbao
29152,Danny,Graham,Danny Graham,2015,289,danny-graham,England,Gateshead,England,1985-08-12,Centre-Forward,Attack,right,183,,4000000,,Unique Sports Group,https://img.a.transfermarkt.technology/portrait/header/s_29152_289_2013_03_08_1.jpg?lm=1,https://www.transfermarkt.co.uk/danny-graham/profil/spieler/29152,GB1,null
29316,Cyril,Théréau,Cyril Théréau,2019,430,cyril-thereau,France,Privas,France,1983-04-24,Second Striker,Attack,right,189,,3000000,,null,https://img.a.transfermarkt.technology/portrait/header/29316-1449133143.jpg?lm=1,https://www.transfermarkt.co.uk/cyril-thereau/profil/spieler/29316,IT1,ACF Fiorentina
29366,,Edinho,Edinho,2018,3349,edinho,Portugal,Aveiro,Portugal,1982-07-07,Centre-Forward,Attack,right,182,,2500000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/29366-1534350818.png?lm=1,https://www.transfermarkt.co.uk/edinho/profil/spieler/29366,PO1,null
29411,Ergün,Teber,Ergün Teber,2014,825,ergun-teber,Turkey,Adana,Turkey,1985-09-01,Left-Back,Defender,left,181,,2000000,,null,https://img.a.transfermarkt.technology/portrait/header/29411-1411130001.jpg?lm=1,https://www.transfermarkt.co.uk/ergun-teber/profil/spieler/29411,TR1,null
29678,Ugur,Kavuk,Ugur Kavuk,2013,524,ugur-kavuk,Turkey,Zonguldak,Turkey,1979-09-11,Right-Back,Defender,right,178,,1500000,,null,https://img.a.transfermarkt.technology/portrait/header/29678-1476033908.jpg?lm=1,https://www.transfermarkt.co.uk/ugur-kavuk/profil/spieler/29678,TR1,null
30097,Xabier,Castillo,Xabier Castillo,2012,621,xabier-castillo,Spain,Durango,Spain,1986-03-29,Left-Back,Defender,left,185,,3000000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/xabier-castillo/profil/spieler/30097,ES1,Athletic Bilbao
30308,Ivo,Ilicevic,Ivo Ilicevic,2018,4,ivo-ilicevic,Germany,Aschaffenburg,Croatia,1986-11-14,Left Winger,Attack,,,,5500000,,null,https://img.a.transfermarkt.technology/portrait/header/30308-1437382894.jpg?lm=1,https://www.transfermarkt.co.uk/ivo-ilicevic/profil/spieler/30308,L1,null
30473,Fred,Benson,Fred Benson,2013,1269,fred-benson,Ghana,Accra,Netherlands,1984-04-10,Centre-Forward,Attack,right,177,,750000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/fred-benson/profil/spieler/30473,NL1,null
30553,Daan,Van Gijseghem,Daan Van Gijseghem,2013,1411,daan-van-gijseghem,Belgium,Oudenaarde,Belgium,1988-03-02,Centre-Back,Defender,right,184,,1800000,,The Football Farm,https://img.a.transfermarkt.technology/portrait/header/30553-1616773828.jpg?lm=1,https://www.transfermarkt.co.uk/daan-van-gijseghem/profil/spieler/30553,BE1,null
30593,Michael,Bradley,Michael Bradley,2013,12,michael-bradley,United States,"Princeton, New Jersey",United States,1987-07-31,Central Midfield,Midfield,right,189,300000,6500000,,Football Company Srl,https://img.a.transfermarkt.technology/portrait/header/30593-1678202538.jpg?lm=1,https://www.transfermarkt.co.uk/michael-bradley/profil/spieler/30593,IT1,AS Roma
30670,Vurnon,Anita,Vurnon Anita,2022,235,vurnon-anita,Netherlands Antilles,Willemstad,Curacao,1989-04-04,Defensive Midfield,Midfield,right,169,350000,8500000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/30670-1582820795.jpg?lm=1,https://www.transfermarkt.co.uk/vurnon-anita/profil/spieler/30670,NL1,RKC Waalwijk
30757,Renato,Civelli,Renato Civelli,2016,1082,renato-civelli,Argentina,Pehuajó,Argentina,1983-10-14,Centre-Back,Defender,right,193,,3500000,,null,https://img.a.transfermarkt.technology/portrait/header/30757-1448525982.jpg?lm=1,https://www.transfermarkt.co.uk/renato-civelli/profil/spieler/30757,FR1,LOSC Lille
31109,Vítor,Vinha,Vítor Vinha,2013,2424,vitor-vinha,Portugal,Oliveira de Frades,Portugal,1986-11-11,Left-Back,Defender,left,180,,1000000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/vitor-vinha/profil/spieler/31109,PO1,Gil Vicente FC
31453,Ruben,Schaken,Ruben Schaken,2016,1268,ruben-schaken,Netherlands,Amsterdam,Netherlands,1982-04-03,Right Winger,Attack,right,172,,2500000,,Football Mix B.V.,https://img.a.transfermarkt.technology/portrait/header/s_31453_234_2012_2.jpg?lm=1,https://www.transfermarkt.co.uk/ruben-schaken/profil/spieler/31453,NL1,null
31599,Norman,Theuerkauf,Norman Theuerkauf,2013,23,norman-theuerkauf,East Germany (GDR),Nordhausen,Germany,1987-01-24,Defensive Midfield,Midfield,left,183,300000,1500000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/31599-1657874835.jpg?lm=1,https://www.transfermarkt.co.uk/norman-theuerkauf/profil/spieler/31599,L1,null
33065,Dean,Hammond,Dean Hammond,2015,1003,dean-hammond,England,Hastings,England,1983-03-07,Central Midfield,Midfield,right,182,,750000,,null,https://img.a.transfermarkt.technology/portrait/header/s_33065_180_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/dean-hammond/profil/spieler/33065,GB1,Leicester City
33249,Owen,Garvan,Owen Garvan,2014,873,owen-garvan,Ireland,Dublin,Ireland,1988-01-29,Central Midfield,Midfield,left,183,,2000000,,null,https://img.a.transfermarkt.technology/portrait/header/s_33249_873_2013_09_26_1.jpg?lm=1,https://www.transfermarkt.co.uk/owen-garvan/profil/spieler/33249,GB1,Crystal Palace
33571,Lorenzo,De Silvestri,Lorenzo De Silvestri,2022,1025,lorenzo-de-silvestri,Italy,Roma,Italy,1988-05-23,Right-Back,Defender,right,186,600000,6000000,2023-06-30 00:00:00,Sergio Berti,https://img.a.transfermarkt.technology/portrait/header/33571-1595929290.jpg?lm=1,https://www.transfermarkt.co.uk/lorenzo-de-silvestri/profil/spieler/33571,IT1,Bologna FC 1909
33831,Modou,Sougou,Modou Sougou,2016,979,modou-sougou,Senegal,Fissel,Senegal,1984-12-18,Right Winger,Attack,right,180,,4000000,,null,https://img.a.transfermarkt.technology/portrait/header/s_33831_244_2012_2.jpg?lm=1,https://www.transfermarkt.co.uk/modou-sougou/profil/spieler/33831,PO1,null
34237,Christian,Grindheim,Christian Grindheim,2012,190,christian-grindheim,Norway,Haugesund,Norway,1983-07-17,Central Midfield,Midfield,right,179,,3750000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/christian-grindheim/profil/spieler/34237,DK1,FC Copenhagen
34322,Sokratis,Papastathopoulos,Sokratis Papastathopoulos,2022,683,sokratis-papastathopoulos,Greece,Kalamata,Greece,1988-06-09,Centre-Back,Defender,right,186,1500000,28000000,2023-06-30 00:00:00,Konstantinos Farras,https://img.a.transfermarkt.technology/portrait/header/34322-1502448705.jpg?lm=1,https://www.transfermarkt.co.uk/sokratis-papastathopoulos/profil/spieler/34322,GR1,Olympiacos Piraeus
34344,Cristián,Zapata,Cristián Zapata,2020,252,cristian-zapata,Colombia,Padilla,Colombia,1986-09-30,Centre-Back,Defender,right,187,275000,12500000,2023-12-31 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/34344-1636128495.JPG?lm=1,https://www.transfermarkt.co.uk/cristian-zapata/profil/spieler/34344,IT1,null
34527,Frantisek,Rajtoral,Frantisek Rajtoral,2016,524,frantisek-rajtoral,CSSR,Příbram,Czech Republic,1986-03-12,Right-Back,Defender,right,179,,2500000,,null,https://img.a.transfermarkt.technology/portrait/header/34527-1492975853.jpg?lm=1,https://www.transfermarkt.co.uk/frantisek-rajtoral/profil/spieler/34527,TR1,null
